"","settlement.ID","settlement.name","max_col_name","max_value","BZB","Voters","VoterPrecentage","Party.Precentage"
"48",77,"Ayelet Hashahar","Kahul_Lavan",291,814,567,0.696560196560197,0.513227513227513
"49",78,"Kiryat Anevim","Kahul_Lavan",100,306,209,0.683006535947712,0.478468899521531
"50",79,"Degania B","Kahul_Lavan",220,556,404,0.726618705035971,0.544554455445545
"51",80,"praised","Kahul_Lavan",356,742,560,0.754716981132076,0.635714285714286
"52",82,"Ein Harod (United)","Kahul_Lavan",252,674,497,0.737388724035608,0.507042253521127
"53",84,"Tel Yosef","Kahul_Lavan",155,372,275,0.739247311827957,0.563636363636364
"54",85,"Kfar Yehezkel","Kahul_Lavan",357,729,585,0.802469135802469,0.61025641025641
"55",86,"a hill","Kahul_Lavan",185,522,380,0.727969348659004,0.486842105263158
"56",89,"Ein Harod (unification)","Kahul_Lavan",236,519,376,0.724470134874759,0.627659574468085
"57",90,"I want her","Kahul_Lavan",209,566,432,0.763250883392226,0.483796296296296
"58",92,"Ginger","Kahul_Lavan",187,536,384,0.716417910447761,0.486979166666667
"59",94,"Belfuria","Kahul_Lavan",156,393,322,0.819338422391858,0.484472049689441
"60",95,"Alpha house","Kahul_Lavan",222,592,425,0.717905405405405,0.522352941176471
"61",96,"Yegor","Kahul_Lavan",519,1343,936,0.696947133283693,0.55448717948718
"62",97,"Mehravia (seat)","Kahul_Lavan",229,563,429,0.761989342806394,0.533799533799534
"63",98,"Kfar Malal","Kahul_Lavan",101,285,232,0.814035087719298,0.435344827586207
"64",99,"Mitzpe Ramon","Halicud",643,3673,2092,0.569561666212905,0.30736137667304
"65",102,"Meir Shafia","Kahul_Lavan",24,118,63,0.533898305084746,0.380952380952381
"66",103,"A mound of lentils","Kahul_Lavan",357,846,658,0.777777777777778,0.542553191489362
"67",104,"from a seed","Kahul_Lavan",244,683,488,0.714494875549048,0.5
"68",106,"Kfar Gideon","Yahadut_Hatora",61,182,140,0.769230769230769,0.435714285714286
"69",107,"Kfar Silver","Kahul_Lavan",23,97,35,0.360824742268041,0.657142857142857
"70",112,"Kfar Hassidim A","Kahul_Lavan",152,516,393,0.761627906976744,0.38676844783715
"71",113,"mighty","Halicud",84,230,191,0.830434782608696,0.43979057591623
"72",115,"beach","Kahul_Lavan",324,737,521,0.706919945725916,0.621880998080614
"73",122,"Ramat Yishai","Kahul_Lavan",2058,5665,4199,0.741218005295675,0.49011669445106
"74",126,"remnant","Kahul_Lavan",255,752,549,0.730053191489362,0.46448087431694
"75",127,"Ramat Rachel","Kahul_Lavan",175,358,284,0.793296089385475,0.616197183098592
"76",128,"Gat Rimon","Kahul_Lavan",66,198,147,0.742424242424242,0.448979591836735
"77",130,"guard of the valley","Kahul_Lavan",291,951,719,0.756046267087277,0.404728789986092
"78",132,"Kfar Baruch","Kahul_Lavan",155,362,291,0.803867403314917,0.532646048109966
"79",133,"You frowned","Kahul_Lavan",316,681,560,0.822320117474302,0.564285714285714
"80",134,"Ifat","Kahul_Lavan",318,826,636,0.76997578692494,0.5
"81",135,"Ramat David","Kahul_Lavan",166,355,288,0.811267605633803,0.576388888888889
"82",139,"Ein Shemer","Kahul_Lavan",189,587,428,0.729131175468484,0.441588785046729
"83",140,"Joshua Village","Kahul_Lavan",403,828,654,0.789855072463768,0.616207951070336
"84",141,"Lightning","Halicud",92,306,227,0.741830065359477,0.405286343612335
"85",142,"Sde Jacob","Yamina",225,626,494,0.789137380191693,0.455465587044534
"86",143,"A seed house","Kahul_Lavan",180,609,375,0.61576354679803,0.48
"87",144,"Gan Shlomo","Kahul_Lavan",166,398,319,0.801507537688442,0.520376175548589
"88",145,"heap","Halicud",144,275,188,0.683636363636364,0.765957446808511
"89",146,"Bumblebee","Kahul_Lavan",83,230,165,0.717391304347826,0.503030303030303
"90",147,"Brener Hill","Kahul_Lavan",735,1875,1412,0.753066666666667,0.520538243626062
"91",154,"Tel Mond","Kahul_Lavan",3552,9348,7078,0.75716730851519,0.501836677027409
"92",155,"Tobiah's well","Kahul_Lavan",413,805,664,0.824844720496894,0.621987951807229
"93",156,"springs","Kahul_Lavan",17,136,53,0.389705882352941,0.320754716981132
"94",1115,"springs","Kahul_Lavan",17,327,234,0.715596330275229,0.0726495726495727
"95",157,"Rose eye","Kahul_Lavan",540,1091,879,0.805682859761687,0.614334470989761
"96",158,"naan","Kahul_Lavan",495,1295,981,0.757528957528958,0.504587155963303
"97",159,"Beit Hanan","Kahul_Lavan",222,522,404,0.773946360153257,0.54950495049505
"98",160,"rat","Kahul_Lavan",274,643,523,0.813374805598756,0.523900573613767
"99",162,"freedom","Kahul_Lavan",470,932,759,0.814377682403433,0.619235836627141
"100",163,"Tamarinds","Kahul_Lavan",299,636,476,0.748427672955975,0.628151260504202
"101",164,"full","Halicud",129,278,216,0.776978417266187,0.597222222222222
"102",165,"Nir is beautiful","Halicud",116,408,298,0.730392156862745,0.389261744966443
"103",166,"Gan Yavne","Halicud",4615,16360,12192,0.745232273838631,0.378526902887139
"104",167,"The eye of the forest","Kahul_Lavan",271,694,555,0.79971181556196,0.488288288288288
"105",168,"Kfar Yona","Kahul_Lavan",4552,15904,11619,0.73057092555332,0.391772097426629
"106",170,"Kfar Yabetz","Halicud",183,465,369,0.793548387096774,0.495934959349593
"107",171,"paradise","Kahul_Lavan",1901,4991,3775,0.7563614506111,0.503576158940397
"108",173,"Givat Haim (United)","Kahul_Lavan",302,893,672,0.752519596864502,0.449404761904762
"109",174,"planted","Kahul_Lavan",228,544,415,0.762867647058823,0.549397590361446
"110",763,"planted","Kahul_Lavan",228,1403,1066,0.759800427655025,0.213883677298311
"111",1045,"planted","Kahul_Lavan",228,226,150,0.663716814159292,1.52
"112",1147,"planted","Kahul_Lavan",228,242,183,0.756198347107438,1.24590163934426
"113",1369,"planted","Kahul_Lavan",228,221,192,0.868778280542986,1.1875
"114",175,"Avihil","Kahul_Lavan",432,984,733,0.744918699186992,0.589358799454297
"115",176,"avenues","Kahul_Lavan",377,1082,715,0.660813308687616,0.527272727272727
"116",177,"Bilo village","Kahul_Lavan",380,868,681,0.784562211981567,0.558002936857562
"117",178,"Ramat Yohanan","Kahul_Lavan",307,828,562,0.678743961352657,0.54626334519573
"118",182,"Even Yehuda","Kahul_Lavan",3956,9906,7512,0.758328285887341,0.526624068157615
"119",183,"Yarkona","Kahul_Lavan",132,311,227,0.729903536977492,0.581497797356828
"120",184,"the level of the conqueror","Kahul_Lavan",288,659,526,0.798179059180577,0.547528517110266
"121",186,"youth","Kahul_Lavan",44,195,73,0.374358974358974,0.602739726027397
"122",1146,"youth","Kahul_Lavan",44,349,264,0.756446991404012,0.166666666666667
"123",187,"Kfar Hess","Kahul_Lavan",494,1051,810,0.77069457659372,0.609876543209876
"124",188,"Ashdot Ya'akov (consolidated)","Kahul_Lavan",146,516,345,0.668604651162791,0.423188405797101
"125",189,"Kfar Pines","Yamina",208,376,302,0.803191489361702,0.688741721854305
"126",190,"Kfar Vitkin","Kahul_Lavan",624,1402,1059,0.755349500713267,0.589235127478754
"127",191,"Hadar with","Kahul_Lavan",248,511,413,0.808219178082192,0.600484261501211
"128",192,"The forest village","Kahul_Lavan",180,479,359,0.749478079331942,0.501392757660167
"129",193,"Kfar Haim","Kahul_Lavan",204,422,331,0.78436018957346,0.61631419939577
"130",194,"The Sharon Guard","Kahul_Lavan",149,515,348,0.675728155339806,0.42816091954023
"131",195,"Come on, Zoran","Kahul_Lavan",5815,15422,11682,0.757489300998573,0.497774353706557
"132",196,"gibton","Kahul_Lavan",110,260,207,0.796153846153846,0.531400966183575
"133",197,"transitions","Kahul_Lavan",237,738,568,0.769647696476965,0.417253521126761
"134",198,"scout","Kahul_Lavan",346,804,593,0.737562189054726,0.583473861720067
"135",199,"Ashdot Ya'akov (Ihud)","Kahul_Lavan",256,647,476,0.735703245749614,0.53781512605042
"136",200,"Beit Yanai","Kahul_Lavan",120,303,193,0.636963696369637,0.621761658031088
"137",202,"working house","Kahul_Lavan",122,249,190,0.763052208835341,0.642105263157895
"138",204,"Elyashiv","Halicud",163,467,353,0.755888650963597,0.461756373937677
"139",205,"partridge","Kahul_Lavan",242,506,401,0.792490118577075,0.603491271820449
"140",206,"The return levels","Kahul_Lavan",548,1169,876,0.749358426005133,0.625570776255708
"141",207,"Givat Han","Kahul_Lavan",136,303,251,0.828382838283828,0.541832669322709
"142",208,"elite origin","Kahul_Lavan",306,906,642,0.708609271523179,0.476635514018692
"143",212,"Beit Zvi","Yahadut_Hatora",22,74,36,0.486486486486487,0.611111111111111
"144",213,"shifts","Kahul_Lavan",274,585,467,0.798290598290598,0.586723768736617
"145",217,"Kfar HaRa","Yamina",331,729,581,0.796982167352538,0.569707401032702
"146",218,"Gardens with","Kahul_Lavan",86,212,167,0.787735849056604,0.51497005988024
"147",219,"Lovers of Zion","Kahul_Lavan",181,448,368,0.821428571428571,0.491847826086957
"148",220,"Bialik village","Kahul_Lavan",201,471,360,0.764331210191083,0.558333333333333
"149",223,"Ein Iron","Kahul_Lavan",203,405,330,0.814814814814815,0.615151515151515
"150",224,"lily of the valley","Halicud",115,446,315,0.70627802690583,0.365079365079365
"151",225,"Garden of Samaria","Kahul_Lavan",278,628,502,0.799363057324841,0.553784860557769
"152",229,"Ganei Tikva","Kahul_Lavan",5169,14410,11227,0.77911172796669,0.46040794513227
"153",230,"action","Kahul_Lavan",274,687,539,0.784570596797671,0.50834879406308
"154",232,"sane","Kahul_Lavan",413,984,757,0.769308943089431,0.54557463672391
"155",233,"Kfar Yedidia","Kahul_Lavan",263,484,395,0.816115702479339,0.665822784810127
"156",234,"Bitzron","Kahul_Lavan",355,883,695,0.787089467723669,0.510791366906475
"157",235,"Lily of the Sharon","Kahul_Lavan",99,344,216,0.627906976744186,0.458333333333333
"158",237,"The Gate of the Valleys","Kahul_Lavan",196,552,436,0.789855072463768,0.44954128440367
"159",239,"Gan Haim","Kahul_Lavan",263,542,433,0.798892988929889,0.607390300230947
"160",240,"Yokneam Illith","Halicud",4281,17875,12414,0.69448951048951,0.344852585790237
"161",241,"Yakneam (colony)","Kahul_Lavan",446,1018,772,0.758349705304519,0.577720207253886
"162",242,"The method house","Kahul_Lavan",435,1038,766,0.737957610789981,0.567885117493473
"163",246,"Netivot","Shas",6805,23036,17413,0.755903802743532,0.390799977028657
"164",247,"Rashpon","Kahul_Lavan",355,874,683,0.781464530892448,0.519765739385066
"165",248,"Beit Shaarim","Kahul_Lavan",235,475,383,0.806315789473684,0.613577023498694
"166",249,"Sirkin village","Kahul_Lavan",496,971,807,0.831101956745623,0.614622057001239
"167",250,"the sower","Kahul_Lavan",292,899,631,0.701890989988877,0.462757527733756
"168",252,"Beitan Aharon","Kahul_Lavan",39,193,75,0.38860103626943,0.52
"169",253,"sick","Kahul_Lavan",156,446,332,0.744394618834081,0.469879518072289
"170",3599,"sick","Kahul_Lavan",156,334,262,0.784431137724551,0.595419847328244
"171",254,"Maccabi village","Kahul_Lavan",127,307,212,0.690553745928339,0.599056603773585
"172",255,"Wheat village","Kahul_Lavan",148,502,340,0.677290836653386,0.435294117647059
"173",256,"Nir David (Tel Amal)","Kahul_Lavan",217,610,455,0.745901639344262,0.476923076923077
"174",257,"garnet","Halicud",145,390,322,0.825641025641026,0.450310559006211
"175",259,"Sde Nahum","Kahul_Lavan",188,519,377,0.726396917148362,0.49867374005305
"176",262,"Ginosar","Kahul_Lavan",209,545,377,0.691743119266055,0.554376657824934
"177",263,"Masada","Kahul_Lavan",105,272,176,0.647058823529412,0.596590909090909
"178",264,"Golan Gate","Kahul_Lavan",195,493,363,0.73630831643002,0.537190082644628
"179",265,"Beit Yosef","Halicud",153,366,245,0.669398907103825,0.624489795918367
"180",267,"Kfar Shmaryahu","Kahul_Lavan",710,1868,1186,0.634903640256959,0.598650927487352
"181",268,"Tirat Zvi","Yamina",210,519,393,0.757225433526012,0.534351145038168
"182",269,"homeland","Kahul_Lavan",357,792,576,0.727272727272727,0.619791666666667
"183",270,"the judge's eye","Kahul_Lavan",224,880,527,0.598863636363636,0.425047438330171
"184",272,"bastion of life","Kahul_Lavan",155,465,288,0.619354838709677,0.538194444444444
"185",273,"Ein Gev","Kahul_Lavan",150,481,318,0.661122661122661,0.471698113207547
"186",274,"Kfar Menachem","Kahul_Lavan",343,883,673,0.762174405436014,0.509658246656761
"187",276,"Tzur Moshe","Kahul_Lavan",896,1830,1433,0.783060109289617,0.625261688764829
"188",278,"bruit","Kahul_Lavan",167,373,261,0.699731903485255,0.639846743295019
"189",280,"parking","Kahul_Lavan",243,728,465,0.638736263736264,0.52258064516129
"190",281,"New bankruptcy","Halicud",130,325,259,0.796923076923077,0.501930501930502
"191",282,"Shavei Tzion","Kahul_Lavan",317,878,615,0.700455580865604,0.515447154471545
"192",284,"Warburg Field","Kahul_Lavan",472,1000,742,0.742,0.636118598382749
"193",285,"oaks","Kahul_Lavan",235,508,397,0.781496062992126,0.591939546599496
"194",286,"High five","Kahul_Lavan",221,557,404,0.725314183123878,0.547029702970297
"195",287,"Tel Yitzhak","Kahul_Lavan",339,652,534,0.819018404907976,0.634831460674157
"196",288,"Beit Yehoshua","Kahul_Lavan",322,710,534,0.752112676056338,0.602996254681648
"197",289,"Eye of the Bay","Kahul_Lavan",233,703,522,0.7425320056899,0.446360153256705
"198",290,"A kind of deer","Kahul_Lavan",276,673,492,0.731054977711738,0.560975609756098
"199",292,"Sharona","Kahul_Lavan",215,446,346,0.775784753363229,0.621387283236994
"200",293,"Sde Yoav","Kahul_Lavan",149,373,302,0.809651474530831,0.493377483443709
"201",294,"Eylon","Kahul_Lavan",242,819,611,0.746031746031746,0.39607201309329
"202",295,"Kfar Rupin","Kahul_Lavan",139,383,252,0.657963446475196,0.551587301587302
"203",296,"Neve Eitan","Kahul_Lavan",53,186,117,0.629032258064516,0.452991452991453
"204",297,"Mesrik village","Kahul_Lavan",193,594,389,0.654882154882155,0.496143958868895
"205",298,"tracks","Kahul_Lavan",145,436,287,0.658256880733945,0.505226480836237
"206",300,"dahlia","Kahul_Lavan",237,651,475,0.729646697388633,0.498947368421053
"207",301,"Beit Uziel","Halicud",137,466,337,0.723175965665236,0.406528189910979
"208",302,"bay","Kahul_Lavan",246,573,452,0.788830715532286,0.544247787610619
"209",303,"Dan","Kahul_Lavan",201,528,409,0.774621212121212,0.491442542787286
"210",304,"Sde Eliyahu","Yamina",212,615,356,0.578861788617886,0.595505617977528
"211",305,"bridge","Kahul_Lavan",115,416,250,0.600961538461538,0.46
"212",4022,"bridge","Kahul_Lavan",115,222,153,0.689189189189189,0.751633986928105
"213",306,"that the figure of a bee","Kahul_Lavan",260,491,399,0.812627291242363,0.651629072681704
"214",307,"the sowers","Yamina",227,514,419,0.815175097276265,0.541766109785203
"215",308,"from two","Kahul_Lavan",173,554,385,0.694945848375451,0.449350649350649
"216",309,"Norah","Halicud",330,950,718,0.755789473684211,0.459610027855153
"217",310,"Glikson village","Kahul_Lavan",108,282,214,0.75886524822695,0.504672897196262
"218",311,"A whistling garden","Kahul_Lavan",114,265,202,0.762264150943396,0.564356435643564
"219",312,"Neve Yam","Kahul_Lavan",64,209,162,0.77511961722488,0.395061728395062
"220",313,"Afek","Kahul_Lavan",225,497,365,0.734406438631791,0.616438356164384
"221",315,"charged","Kahul_Lavan",246,701,482,0.687589158345221,0.510373443983402
"222",316,"Neter village","Kahul_Lavan",362,738,577,0.781842818428184,0.62738301559792
"223",317,"Beit Oren","Kahul_Lavan",106,307,205,0.667752442996743,0.517073170731707
"224",318,"Amiauz","Halicud",45,209,138,0.660287081339713,0.326086956521739
"225",319,"Amir","Kahul_Lavan",161,496,357,0.719758064516129,0.450980392156863
"226",320,"Warburg village","Kahul_Lavan",389,819,652,0.796092796092796,0.596625766871166
"227",322,"Beit Hillel","Kahul_Lavan",265,569,403,0.708260105448155,0.6575682382134
"228",324,"rest of the settlement","Kahul_Lavan",151,423,298,0.704491725768322,0.506711409395973
"229",325,"position","Kahul_Lavan",312,834,580,0.695443645083933,0.537931034482759
"230",326,"Beit Yitzchak-Shaar Hafer","Kahul_Lavan",799,1615,1240,0.767801857585139,0.644354838709677
"231",327,"Sea fields","Kahul_Lavan",339,698,577,0.826647564469914,0.587521663778163
"232",329,"Sde Nehemiah","Kahul_Lavan",275,745,576,0.773154362416107,0.477430555555556
"233",330,"beams","Kahul_Lavan",94,303,208,0.686468646864686,0.451923076923077
"234",331,"Nir Tzvi","Kahul_Lavan",407,915,713,0.779234972677596,0.570827489481066
"235",334,"Yavneh Group","Yamina",169,599,437,0.729549248747913,0.386727688787185
"236",335,"Judge level","Kahul_Lavan",251,721,511,0.70873786407767,0.49119373776908
"237",336,"generations","Kahul_Lavan",203,551,404,0.733212341197822,0.502475247524752
"238",338,"enemies","Halicud",13,107,24,0.224299065420561,0.541666666666667
"239",339,"Ramat Zvi","Kahul_Lavan",204,446,373,0.836322869955157,0.546916890080429
"240",340,"Gat (kibbutz)","Kahul_Lavan",208,557,400,0.718132854578097,0.52
"241",342,"Gebraam","Kahul_Lavan",124,318,234,0.735849056603774,0.52991452991453
"242",343,"Hamdia","Kahul_Lavan",116,300,220,0.733333333333333,0.527272727272727
"243",344,"sulcus","Kahul_Lavan",202,548,444,0.81021897810219,0.454954954954955
"244",345,"Sold village","Kahul_Lavan",206,488,353,0.723360655737705,0.58356940509915
"245",346,"Rolls","Kahul_Lavan",136,348,264,0.758620689655172,0.515151515151515
"246",347,"a lamp","Kahul_Lavan",75,212,151,0.712264150943396,0.496688741721854
"247",348,"Nir with","Kahul_Lavan",114,386,260,0.673575129533679,0.438461538461538
"248",351,"Nitzan","Yamina",487,1393,1088,0.781048097631012,0.447610294117647
"249",352,"Limits","Merets",56,300,188,0.626666666666667,0.297872340425532
"250",353,"Beit Zid","Kahul_Lavan",40,114,74,0.649122807017544,0.540540540540541
"251",354,"many","Kahul_Lavan",180,700,437,0.624285714285714,0.411899313501144
"252",355,"plowing","Kahul_Lavan",78,294,198,0.673469387755102,0.393939393939394
"253",356,"the bridgers","Kahul_Lavan",243,636,451,0.709119496855346,0.53880266075388
"254",357,"Bloom village","Kahul_Lavan",244,724,492,0.679558011049724,0.495934959349593
"255",358,"Yad Mordechai","Kahul_Lavan",240,694,535,0.770893371757925,0.448598130841121
"256",359,"buds","Kahul_Lavan",139,347,254,0.731988472622478,0.547244094488189
"257",360,"Givat Nili","Halicud",119,431,329,0.763341067285383,0.361702127659574
"258",362,"Ruhama","Kahul_Lavan",175,502,347,0.691235059760956,0.504322766570605
"259",363,"Chafetz Chaim","Yamina",183,335,284,0.847761194029851,0.644366197183099
"260",364,"Kfar Uria","Kahul_Lavan",140,541,424,0.78373382624769,0.330188679245283
"261",365,"Beit Keshet","Kahul_Lavan",137,480,353,0.735416666666667,0.388101983002833
"262",366,"dill","Kahul_Lavan",269,678,498,0.734513274336283,0.540160642570281
"263",367,"Eye of the valley","Halicud",293,585,467,0.798290598290598,0.627408993576017
"264",368,"Byria","Halicud",238,592,434,0.733108108108108,0.548387096774194
"265",369,"Gilad (Even Yitzchak)","Kahul_Lavan",165,370,274,0.74054054054054,0.602189781021898
"266",370,"Carrot","Kahul_Lavan",106,385,205,0.532467532467532,0.517073170731707
"267",372,"Ramot Naftali","Kahul_Lavan",136,439,317,0.722095671981777,0.429022082018927
"268",373,"Beit Halevi","Kahul_Lavan",217,533,428,0.803001876172608,0.507009345794392
"269",374,"Enacted","Kahul_Lavan",115,457,307,0.671772428884026,0.374592833876221
"270",375,"sickle","Kahul_Lavan",388,800,642,0.8025,0.604361370716511
"271",376,"Evron","Kahul_Lavan",229,668,525,0.785928143712575,0.436190476190476
"272",377,"the qualifier","Kahul_Lavan",243,630,473,0.750793650793651,0.513742071881607
"273",378,"Mishgav with","Kahul_Lavan",90,252,172,0.682539682539683,0.523255813953488
"274",379,"redeemed","Kahul_Lavan",172,689,526,0.763425253991292,0.326996197718631
"275",750,"redeemed","Kahul_Lavan",172,332,240,0.72289156626506,0.716666666666667
"276",380,"The flames of the Bashan","Kahul_Lavan",206,678,470,0.693215339233038,0.438297872340426
"277",382,"trawl","Kahul_Lavan",460,1055,711,0.6739336492891,0.646976090014065
"278",383,"Eye of the commissioner","Yamina",183,424,312,0.735849056603774,0.586538461538462
"279",385,"Amiad","Kahul_Lavan",153,432,276,0.638888888888889,0.554347826086957
"280",386,"Benny Dror","Kahul_Lavan",461,986,789,0.800202839756592,0.584283903675539
"281",387,"Kfar Munesh","Kahul_Lavan",321,628,495,0.788216560509554,0.648484848484848
"282",388,"Kfar Kish","Kahul_Lavan",167,439,316,0.719817767653758,0.528481012658228
"283",389,"in trouble","Kahul_Lavan",364,777,600,0.772200772200772,0.606666666666667
"284",390,"rugby","Kahul_Lavan",343,809,580,0.716934487021014,0.591379310344828
"285",393,"Galeon","Kahul_Lavan",167,456,318,0.697368421052632,0.525157232704403
"286",394,"trail","Kahul_Lavan",244,618,488,0.789644012944984,0.5
"287",395,"The Negev Guard","Kahul_Lavan",246,777,526,0.676962676962677,0.467680608365019
"288",396,"sprouts","Kahul_Lavan",188,739,564,0.76319350473613,0.333333333333333
"289",397,"premises","Kahul_Lavan",368,816,590,0.723039215686274,0.623728813559322
"290",398,"chain","Halicud",97,245,190,0.775510204081633,0.510526315789474
"291",399,"Barry","Kahul_Lavan",247,852,649,0.761737089201878,0.380585516178737
"292",400,"Ibn Shmuel","Yamina",324,900,777,0.863333333333333,0.416988416988417
"293",402,"Nir Yitzhak","Merets",162,574,384,0.668989547038328,0.421875
"294",403,"Urim","Kahul_Lavan",126,442,243,0.549773755656109,0.518518518518518
"295",405,"Neve Ilan","Kahul_Lavan",225,690,480,0.695652173913043,0.46875
"296",406,"Hazor-Ashdod","Kahul_Lavan",229,665,451,0.678195488721804,0.507760532150776
"297",407,"you spoke","Kahul_Lavan",144,313,217,0.693290734824281,0.663594470046083
"298",408,"Neot Mordechai","Kahul_Lavan",189,509,349,0.68565815324165,0.541547277936963
"299",409,"Yahyam","Kahul_Lavan",169,553,370,0.669077757685353,0.456756756756757
"300",413,"onions","Kahul_Lavan",105,399,277,0.694235588972431,0.379061371841155
"301",414,"cobs","Halicud",75,357,286,0.801120448179272,0.262237762237762
"302",415,"Shukda","Yamina",103,267,216,0.808988764044944,0.476851851851852
"303",416,"Kind of blessed","Kahul_Lavan",174,483,339,0.701863354037267,0.513274336283186
"304",417,"universe","Kahul_Lavan",210,541,420,0.77634011090573,0.5
"305",418,"Bnei Zion","Kahul_Lavan",362,833,631,0.75750300120048,0.573692551505547
"306",419,"welfare","Yamina",214,626,461,0.736421725239617,0.464208242950108
"307",421,"field resources","Kahul_Lavan",139,468,312,0.666666666666667,0.445512820512821
"308",422,"sword to shovel","Kahul_Lavan",214,536,408,0.761194029850746,0.524509803921569
"309",423,"the anchor","Kahul_Lavan",241,614,462,0.752442996742671,0.521645021645022
"310",424,"backs","Kahul_Lavan",158,455,351,0.771428571428571,0.45014245014245
"311",425,"shift","Kahul_Lavan",318,652,495,0.75920245398773,0.642424242424242
"312",426,"Ein Carmel","Kahul_Lavan",215,523,405,0.774378585086042,0.530864197530864
"313",427,"Kfar Galim","Kahul_Lavan",23,98,59,0.602040816326531,0.389830508474576
"314",428,"Obviously a force","Kahul_Lavan",243,744,530,0.71236559139785,0.458490566037736
"315",429,"Aloni father","Kahul_Lavan",320,678,526,0.775811209439528,0.608365019011407
"316",430,"Bethlehem of Galilee","Kahul_Lavan",247,630,464,0.736507936507937,0.532327586206897
"317",431,"Kite","Halicud",271,627,458,0.730462519936204,0.591703056768559
"318",432,"you kept","Kahul_Lavan",133,430,313,0.727906976744186,0.424920127795527
